,id,name,railway,public_transport,station_code,network,internet_access,lat,lon,Station Code,Station Name,District,State,Trains passing through
0,30518283,Vasai Road,station,station,BSR,Mumbai Suburban Railway,no,19.3826676,72.8320245,BSR,Vasai Road,Palghar,Maharashtra,125
1,30518292,Naigaon,station,station,NIG,Mumbai Suburban Railway,no,19.3510925,72.84652290000001,NIG,Naigaon,Thane,Maharashtra,0
2,30518297,Bhayandar,station,station,BYR,Mumbai Suburban Railway,wlan,19.3101847,72.8526988,BYR,Bhayandar,Mumbai Suburban,Maharashtra,0
3,30518361,Kharbhav,station,station,KHBV,IR,no,19.298321,72.98446770000001,KHBV,Kharbao,Thane,Maharashtra,0
4,30519796,Ranjangaon Road,station,station,RNJD,IR,no,18.8781663,74.6067124,RNJD,Ranjangaon Rd,Ahmednagar,Maharashtra,0
5,30520541,Vapi,station,station,VAPI,IR,no,20.373548200000002,72.9084376,VAPI,Vapi,Valsad,Gujarat,171
6,30520640,Palghar,station,station,PLG,Mumbai Suburban Railway,no,19.6978882,72.7718888,PLG,Palghar,Palghar,Maharashtra,34
7,99902837,واہگہ,station,station,,,,31.589944000000003,74.57650720000001,,,,,
8,99903377,Attari,station,station,ATT,IR,no,31.5945497,74.6066213,ATT,Atari,Amritsar,Punjab,6
9,171051476,Doraha,station,station,DOA,IR,no,30.803852300000003,76.0436763,DOA,Doraha,Ludhiana,Punjab,9
10,213017960,Bhivandi Road,station,station,BIRD,IR,no,19.2688735,73.04631210000001,BIRD,Bhiwandi Road,Thane,Maharashtra,34
11,213030669,Dahisar,station,station,DIC,Mumbai Suburban Railway,no,19.249357200000002,72.8596302,DIC,Dahisar,Mumbai Suburban,Maharashtra,0
12,213030714,Santa Cruz,station,station,STC,Mumbai Suburban Railway,no,19.0815223,72.8417565,STC,Santa Cruz,Mumbai Suburban,Maharashtra,0
13,243415752,Sanehwal,station,station,SNL,IR,no,30.8379918,75.97905420000001,SNL,Sanahwal,Ludhiana,Punjab,1
14,243874860,Jassowal,station,station,JSL,IR,no,30.800132,75.8321086,JSL,Jassowal Halt,Ludhiana,Punjab,0
15,246582717,Thane,station,station,TNA,IR,wlan,19.186483000000003,72.9757664,TNA,Thane,Thane,Maharashtra,171
16,248467412,Chennai Chetpet,station,station,MSC,IR,no,13.0743424,80.24242100000001,MSC,Chennai Chetpat,Chennai,Tamil Nadu,0
17,248543525,Bisanattam,station,station,BSM,IR,no,12.842245100000001,78.2498583,BSM,Bisanattam,Kolar,Karnataka,2
